artist,title,lyrics,description,release date
Guns N’ Roses,Don’t Cry,"Don’t Cry Lyrics
Talk to me softly, there's something in your eyes
Don't hang your head in sorrow and please don't cry
I know how you feel inside, I've, I've been there before
Something is changing inside you and don't you know?

Don't you cry tonight, I still love you, baby
And don't you cry tonight
Don't you cry tonight, there's a heaven above you, baby
And don't you cry tonight

Give me a whisper and give me a sigh
Give me a kiss before you tell me goodbye
Don't you take it so hard now and please don't take it so bad
I'll still be thinking of you and the times we had, baby

And don't you cry tonight
Don't you cry tonight
Don't you cry tonight, there's a heaven above you, baby
And don't you cry tonight

And please remember that I never lied, oh
And please remember how I felt inside now, honey
You gotta make it your own way but you'll be alright now, sugar
You'll feel better tomorrow, come the morning light now, baby

And don't you cry tonight
Don't you cry tonight
Don't you cry tonight, there's a heaven above you, baby
And don't you cry
Don't you ever cry
Don't you cry tonight, baby, maybe someday
Don't you cry, don't you ever cry
Don't you cry tonight21Embed","“Don’t Cry” is a Guns N' Roses melodic ballad off their 1991 album Use Your Illusion I.

It was one of the first compositions written by Axl Rose and Izzy Stradlin while in Los Angeles, being present in the band’s demo tape to Geffen in 1986. Axl once described the song as being about “A woman leaving a man.” The girl is someone who Izzy Stradlin once dated, and who Axl was attracted to. Axl really liked this girl, but things couldn’t work out between them, which really hurt him and inspired him to write the song.

The music video started a trilogy, and translates how Axl’s life was going awry:

With our video for “Don’t Cry,” and the fight that Stephanie Seymour, (his then-girlfriend) and I had over the gun, you don’t necessarily know what’s going on. But in real life that happened with Erin Everly (his ex-wife) and myself. I was going to shoot myself. We fought over the gun and I finally let her win.

According to Matt Sorum, “November Rain,” “Don’t Cry” and “Estranged” were conceived as one song, and the three tracks form a trilogy of sorts. Sorum played the same drum fill throughout those three songs and took some criticism for doing so—notably from former Dream Theater drummer Mike Portnoy.

Sorum points out that this was intentional, a way of unifying the songs. “That was my part in tying enough songs together to make it one voice,” he told us.","September 17, 1991"
Queen,Bohemian Rhapsody,"Bohemian Rhapsody Lyrics
Is this the real life? Is this just fantasy?
Caught in a landslide, no escape from reality
Open your eyes, look up to the skies and see
I'm just a poor boy, I need no sympathy
Because I'm easy come, easy go, little high, little low
Any way the wind blows doesn't really matter to me, to me

Mama, just killed a man
Put a gun against his head, pulled my trigger, now he's dead
Mama, life had just begun
But now I've gone and thrown it all away
Mama, ooh, didn't mean to make you cry
If I'm not back again this time tomorrow
Carry on, carry on as if nothing really matters

Too late, my time has come
Sends shivers down my spine, body's aching all the time
Goodbye, everybody, I've got to go
Gotta leave you all behind and face the truth
Mama, ooh (Any way the wind blows)
I don't wanna die
I sometimes wish I'd never been born at all

I see a little silhouetto of a man
Scaramouche, Scaramouche, will you do the Fandango?
Thunderbolt and lightning, very, very frightening me
(Galileo) Galileo, (Galileo) Galileo, Galileo Figaro magnifico
But I'm just a poor boy, nobody loves me
He's just a poor boy from a poor family
Spare him his life from this monstrosity
Easy come, easy go, will you let me go?
Bismillah! No, we will not let you go
(Let him go) Bismillah! We will not let you go
(Let him go) Bismillah! We will not let you go
(Let me go) Will not let you go
(Let me go) Will not let you go
(Never, never, never, never let me go) Ah
No, no, no, no, no, no, no
(Oh, mamma mia, mamma mia) Mamma mia, let me go
Beelzebub has a devil put aside for me, for me, for me!

So you think you can stone me and spit in my eye?
So you think you can love me and leave me to die?
Oh, baby, can't do this to me, baby!
Just gotta get out, just gotta get right outta here
(Ooh)
(Ooh, yeah, ooh, yeah)
Nothing really matters, anyone can see
Nothing really matters
Nothing really matters to me
Any way the wind blows676Embed","Widely considered to be one of the greatest songs of all time, “Bohemian Rhapsody” was the first single released from Queen’s fourth studio album, A Night at the Opera. It became an international success, reaching #1 in seven countries and peaking at #9 in the United States. Seventeen years after its initial release, “Bohemian Rhapsody” re-entered the pop charts in the US, peaking at #2 after being featured in the 1992 hit movie Wayne’s World. In 2002, the song was listed at #1 in a Guinness World Records poll as Britain’s favourite single of all time—ranking higher than four Beatles tracks and “Imagine” by John Lennon.

Complex and operatic both musically and lyrically, “Bohemian Rhapsody” (like Led Zeppelin’s “Stairway to Heaven” and The Eagles‘ “Hotel California”) has attracted endless fan theories and commentary. The surviving band members have claimed that the narrative is based on the Faust legend; critics have found possible sources in opera and Freddie Mercury’s personal biography; but like any good piece of art, it’s open to interpretation.

The word “Bohemian” seems to refer to a group of artists and musicians from the 19th century, known for defying convention and living with disregard for standards; as opposed to the region of Bohemia in the Czech Republic. Meanwhile the term “rhapsody” (derived from the Greek: ῥαψῳδός or rhapsōidos for a reciter of epic poetry, or a rhapsodist) is a piece of classical music with distinct sections that are played as one movement. Rhapsodies often feature dense themes or narratives.

As of December 2018, “Bohemian Rhapsody” is the most streamed song of the 20th century.

“Bohemian Rhapsody” has got a very diverse song structure. It includes:
• Intro (0:00-0:49)
• Ballad section (0:49-2:37)
• Brian May‘s’ guitar solo (2:37-3:05)
• Operatic verse (3:05-4:07)
• Hard-rock verse (4:07-4:54)
• Coda (4:54-5:55)","October 31, 1975"
Queen,Don’t Stop Me Now,"Don’t Stop Me Now Lyrics
Tonight I'm gonna have myself a real good time
I feel alive
And the world, I'll turn it inside out, yeah
I'm floating around in ecstasy
So (Don't stop me now)
(Don't stop me)
'Cause I'm having a good time
Having a good time

I'm a shooting star leaping through the sky like a tiger
Defying the laws of gravity
I'm a racing car passing by like Lady Godiva
I'm gonna go, go, go, there's no stopping me

I'm burning through the sky, yeah
Two hundred degrees, that's why they call me Mister Fahrenheit
I'm travelling at the speed of light
I wanna make a supersonic man outta you

(Don't stop me now)
I'm having such a good time
I'm having a ball
(Don't stop me now)
If you wanna have a good time
Just give me a call
(Don't stop me now)
'Cause I'm having a good time
(Don't stop me now)
Yes, I'm having a good time
I don't wanna stop at all, yeah
I'm a rocket ship on my way to Mars on a collision course
I am a satellite, I'm out of control
I'm a sex machine ready to reload like an atom bomb
About to oh, oh, oh, oh, oh, explode

I'm burning through the sky, yeah
Two hundred degrees, that's why they call me Mister Fahrenheit
I'm travelling at the speed of light
I wanna make a supersonic woman of you

(Don't stop me, don't stop me, don't stop me)
Hey, hey, hey
(Don't stop me, don't stop me, ooh, ooh, ooh)
I like it
(Don't stop me, don't stop me)
Have a good time, good time
(Don't stop me, don't stop me) Woah
Let loose, honey, all right


Oh, I'm burning through the sky, yeah
Two hundred degrees, that's why they call me Mister Fahrenheit (Hey)
Travelling at the speed of light
I wanna make a supersonic man outta you (Hey, hey)
(Don't stop me now)
I'm having such a good time
I'm having a ball
(Don't stop me now)
If you wanna have a good time
Just give me a call (Ooh, alright)
(Don't stop me now)
'Cause I'm having a good time (Hey, hey)
(Don't stop me now)
Yes, I'm having a good time
I don't wanna stop at all

Ah, da, da, da, da
Da, da, ah, ah
Ah, da, da, ah, ah, ah
Ah, da, da
Ah, da, da, ah, ah
Ooh, ooh-ooh, ooh-ooh109Embed","“Don’t Stop Me Now” is one of Queen’s masterpieces, a song that’s aged well with time and landed third on Rolling Stone’s list of the Top 10 Queen Songs. It’s a simple song, an energetic song that sees lead singer Freddie Mercury on a high that he wants to stay in, letting nobody pull him down.

Critically, the song performed well, releasing as a single after the release of album Jazz. Despite reaching number 9 on the UK charts and later going Platinum, it only hit 86 on the US charts. Time has only increased its popularity, as it is often included in “Greatest Hit” compilations and stands as their second most played song on Spotify with over 750 million plays as of January 2020.","November 10, 1978"
Queen,Love of My Life,"Love of My Life Lyrics

Love of my life, you've hurt me
You've broken my heart
And now you leave me

Love of my life, can't you see?
Bring it back, bring it back
Don't take it away from me
Because you don't know
What it means to me

Love of my life, don't leave me
You've taken my love (all my love)
And now desert me

Love of my life, can't you see?
(Please bring it back, back) Bring it back, bring it back
Don't take it away from me
Because you don't know what it means to me

You will remember when this is blown over
And everything's all by the way
When I grow older
I will be there at your side
To remind you how
I still love you (I still love you)

Back, hurry back
Please bring it back home to me
Because you don't know
What it means to me

Love of my life
Love of my life
Ooh, ooh56Embed","This song is written about Mary Austin, with whom Freddie had a long-term relationship. They met in 1970, and Freddie referred to her once as the ‘love of his life’, despite engaging in relationships with men later on.

Austin and Mercury lived together for seven years and remained best friends until his death. In Mercury’s later life, she became his personal assistant, and after his death was the inheritor of the bulk of his estate.","November 21, 1975"
Queen,Killer Queen,"Killer Queen Lyrics
She keeps Moët et Chandon
In her pretty cabinet
""Let them eat cake,"" she says
Just like Marie Antoinette
A built-in remedy
For Khrushchev and Kennedy (Ooh, ooh)
At anytime an invitation
You can't decline (Ooh, ooh)

Caviar and cigarettes
Well versed in etiquette
Extraordinarily nice

She's a killer queen
Gunpowder, gelatine
Dynamite with a laser beam
Guaranteed to blow your mind
(Pa-pa-pa-pa) Anytime
Ooh
Recommended at the price
Insatiable an appetite
Wanna try?
To avoid complications
She never kept the same address
In conversation
She spoke just like a baroness
Met a man from China
Went down to Geisha Minah (Ooh, ooh)
(Killer, killer, she's a killer queen)
Then again incidentally
If you're that way inclined

Perfume came naturally from Paris (Naturally)
For cars, she couldn't care less
Fastidious and precise
She's a killer queen
Gunpowder, gelatin
Dynamite with a laser beam
Guaranteed to blow your mind
(Pa-pa-pa-pa)
Anytime

Drop of a hat she's as willing as
Playful as a pussy cat (Ooh)
Then momentarily out of action (Ooh)
Temporarily out of gas (Ta-taaa)
To absolutely drive you wild, wild
She's out to get you
She's a killer queen
Gunpowder, gelatine
Dynamite with a laser beam (Pa-pa-pa-ra)
Guaranteed to blow your mind
Anytime
Ooh
Recommended at the price
Insatiable an appetite
Wanna try?
You wanna try73Embed","“Killer Queen” was the breakthrough song that turned Queen into worldwide rock stars. Peaking at #2 in the UK, the song became a hit in seven other European countries as well. “Killer Queen” was the first Queen single to successfully ‘cross the pond’, becoming a top 20 hit in the U.S. and Canada, as well as a top 30 hit in Australia.

In the New Musical Express of November 2, 1974, the song’s writer and Queen’s frontman Freddie Mercury elucidates on this song: “It’s about a high class call girl. I’m trying to say that classy people can be whores as well. That’s what the song is about, though I’d prefer people to put their interpretation upon it – to read into it what they like.”

While it may seem like a typical popular song, the structure utilised in the song is quite unusual. There are 4 bar phrases immediately followed by 5 bar phrases and then 2 bar phrases, with tempo changing from 12/8 to 6/8 and vice versa.

The main key being Eb major is very unorthodox for Rock music, as guitars don’t usually play flats. Brian May, who pioneered a heavier hard rock sound, had been struck with hepatitis during the majority of the recording. Upon initially hearing the song, Brian was shocked over the more progressive, lighter sound. Nevertheless, the rest of the band left space for Brian to record his own iconic guitar melodies.

The song includes prominent uses of multi-tracking, not just on the vocals, but also in the guitar solo. Other effects used include the flanger (pitch bends), panning (sound moving from the left ear to the right), portamento/glissando (sliding from one note to another), distortion (giving a creamy feel), wah-wah on the guitar, string bending and sliding.

The band had decided not to use the ubiquitous synthesiser, as they thought it was superfluous. Instead, instrumentation utilised includes a jangle piano (detuned), drum kit, bass guitar, electric guitar and vocals.



The song “Killer Queen” may also be recognized by fans of the Japanese manga series “JoJo’s Bizzare Adventure: Diamond is Unbreakable” by Hirohiko Araki, in which a character named Yoshikage Kira has a spiritual manifestation called a “Stand” named “Killer Queen”. To avoid copyright issues, most American publications of the series renamed the Stand “Deadly Queen”.","October 11, 1974"
Nirvana,Smells Like Teen Spirit,"Smells Like Teen Spirit Lyrics
Load up on guns, bring your friends
It's fun to lose and to pretend
She's over-bored and self-assured
Oh no, I know a dirty word

Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello

With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido

Yeah, hey, yay

I'm worse at what I do best
And for this gift, I feel blessed
Our little group has always been
And always will until the end
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello

With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido

Yeah, hey, yay


And I forget just why I taste
Oh yeah, I guess it makes me smile
I found it hard, it's hard to find
Oh well, whatever, never mind

Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello
With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido

A denial, a denial
A denial, a denial
A denial, a denial
A denial, a denial
A denial407Embed","One of Nirvana’s biggest hits, “Smells Like Teen Spirit” was the lead single from their second album, Nevermind. The song’s success and omnipresence in the early ‘90s brought the band unrivaled popularity. Eventually, Kurt grew tired of it and removed it from their live set as often as possible.

Rock history recalls Kathleen Hanna from Bikini Kill scrawling the phrase “Kurt Smells Like Teen Spirit” in spray paint on a wall, from which Kurt took the title. Some say Kurt took it as a call for a revolution, in reference to the Bikini Kill-led riot grrl movement; but according to producer Butch Vig, Kurt just thought the phrase “was stupid,” and it didn’t really mean anything at all. However, it was later revealed that Hanna was referring to the brand of deodorant worn by Kurt’s then-girlfriend and Hanna’s then-bandmate Tobi Vail.

In a 1994 interview with Rolling Stone, Cobain said:

I was trying to write the ultimate pop song. I was basically trying to rip off the Pixies. I have to admit it. When I heard [them] for the first time, I connected with that band so heavily I should have been in that band—or at least in a Pixies cover band. We used their sense of dynamics, being soft and quiet and then loud and hard.

It was one of the last tracks written and recorded for the album, and the final version is comprised of the second take out of just three takes, according to Montage of Heck and other sources.

“Smells Like Teen Spirit” was voted #9 on Rolling Stone’s list of the 500 Greatest Songs of All Time.","September 10, 1991"
Nirvana,Come as You Are,"Come as You Are Lyrics
Come as you are, as you were
As I want you to be
As a friend, as a friend
As an old enemy
Take your time, hurry up
Choice is yours, don't be late
Take a rest as a friend
As an old memoria

Memoria
Memoria
Memoria
Come doused in mud, soaked in bleach
As I want you to be
As a trend, as a friend
As an old memoria

Memoria
Memoria
Memoria
And I swear that I don't have a gun
No, I don't have a gun
No, I don't have a gun


Memoria
Memoria
Memoria
Memoria (No, I don't have a gun)

And I swear that I don't have a gun
No, I don't have a gun
No, I don't have a gun
No, I don't have a gun
No, I don't have a gun

Memoria
Memoria145Embed","Initially thought to have great crossover potential by their management, “Come As You Are” was intended be the main single on Nirvana’s second album, Nevermind.   (“Smells Like Teen Spirit” was imagined as more for committed grunge fans.) However, the surprise success of “Smells Like Teen Spirit”, which came to be considered their signature song, made this plan inconsequential. Despite this overshadowing, the song had good commercial success, peaking at 32 on the Billboard and 9 on the UK singles charts.

The song’s lyrics appear to have a foreshadowing tone given Cobain’s death by self-inflicted gunshot wound. However, in the context of the song they seem to be an ironic comment about people’s bad intentions.

Kurt Cobain spoke about the lyrics on Nevermind: It’s An Interview:

The lines in the song are really contradictory. One after another they are kind of a rebuttal to each line. It’s kind of confusing I guess. It’s just about people and what they are expected to act like.

The song’s distinctive guitar riff was heavily borrowed from Killing Joke’s song “The Eighties,” a fact that made the band hesitate to release the song as a single. Nirvana manager Danny Goldberg told Rolling Stone:

Kurt was nervous about ‘Come as You Are’ because it was too similar to a Killing Joke song “Eighties”, but we all thought it was still the better song to go with. And, he was right, Killing Joke later did complain about it.

Despite their complaints, Killing Joke never filed suit against Nirvana.

The song also includes a rare extended guitar solo for Cobain, whose immersion in stripped-down punk aesthetics meant he didn’t often engage in musical self-indulgence. Producer Butch Vig recalled:

Kurt really did not play a lot of solos. This one is more of a melodic part based on the vocal melody. It’s not trying to show off pyrotechnics. It complements the melody of the song.

In Aberdeen, Washington, which is the birthplace of Cobain, he is commemorated by a sign which says “Come as you are”:","March 2, 1992"
Nirvana,Heart-Shaped Box,"Heart-Shaped Box Lyrics
She eyes me like a Pisces when I am weak
I've been locked inside your heart-shaped box for weeks
I've been drawn into your magnet tar pit trap
I wish I could eat your cancer when you turn black

Hey! Wait! I got a new complaint
Forever in debt to your priceless advice
Hey! Wait! I got a new complaint
Forever in debt to your priceless advice
Hey! Wait! I got a new complaint
Forever in debt to your priceless advice
Your advice

Meat-eating orchids forgive no one just yet
Cut myself on angel hair and baby's breath
Broken hymen of 'Your Highness', I'm left black
Throw down your umbilical noose so I can climb right back

Hey! Wait! I got a new complaint
Forever in debt to your priceless advice
Hey! Wait! I got a new complaint
Forever in debt to your priceless advice
Hey! Wait! I got a new complaint
Forever in debt to your priceless advice
Your advice

She eyes me like a Pisces when I am weak
I've been locked inside your heart-shaped box for weeks
I've been drawn into your magnet tar pit trap
I wish I could eat your cancer when you turn black

Hey! Wait! I got a new complaint
Forever in debt to your priceless advice
Hey! Wait! I got a new complaint
Forever in debt to your priceless advice
Hey! Wait! I got a new complaint
Forever in debt to your priceless advice
Your advice
Your advice
Your advice141Embed","The first single from In Utero, “Heart-Shaped Box” details the battle of wills inherent to a new relationship when one doesn’t quite feel so strongly about another person.

“Heart-Shaped Box” received critical acclaim during radio airplay and reached number 1 on the Billboard Modern Rock charts.

The music video was directed by Anton Corbijn and it was conceptualized by Kurt. During the song’s first verse, the old man from the hospital climbs onto a crow-ridden Christian cross. The second verse introduces a young girl in a white robe and peaked cap reaching for human fetuses in a tree, and an overweight woman in a suit with human organs painted onto it and with angel wings affixed to her back.

While most of the video was devised by Cobain, Corbijn added elements such as the intentionally artificial crows, a ladder for the old man to climb onto the cross with, and a box with a heart at the top that the band performs inside of during the song’s final chorus.

https://www.youtube.com/watch?v=n6P0SitRwy8","August 30, 1993"
Nirvana,Lithium,"Lithium Lyrics
I'm so happy, 'cause today I found my friends, they're in my head
I'm so ugly, that's okay, 'cause so are you, broke our mirrors
Sunday mornin' is every day for all I care, and I'm not scared
Light my candles in a daze, 'cause I've found God

Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah

I'm so lonely, that's okay, I shaved my head, and I'm not sad
And just maybe I'm to blame for all I've hurt, but I'm not sure
I'm so excited, I can't wait to meet you there, and I don't care
I'm so horny, that's okay, my will is good

Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah
I like it, I'm not gonna crack
I miss you, I'm not gonna crack
I love you, I'm not gonna crack
I killed you, I'm not gonna crack
I like it, I'm not gonna crack
I miss you, I'm not gonna crack
I love you, I'm not gonna crack
I killed you, I'm not gonna crack

I'm so happy, 'cause today I found my friends, they're in my head
I'm so ugly, that's okay, 'cause so are you, broke our mirrors
Sunday mornin' is every day for all I care, and I'm not scared
Light my candles in a daze, 'cause I've found God

Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah

I like it, I'm not gonna crack
I miss you, I'm not gonna crack
I love you, I'm not gonna crack
I killed you, I'm not gonna crack
I like it, I'm not gonna crack
I miss you, I'm not gonna crack
I love you, I'm not gonna crack
I killed you, I'm not gonna crack150Embed","“Lithium” is a perfect description of manic depression, where every line is both happy and sad, up and down, while having references to God recalling when Kurt lived with a devout Christian family. The title invokes lithium salts, a key drug in treating the disorder.

The CD single contained a sonogram photo of Kurt Cobain and Courtney Love’s still to be born child, Frances Bean; Kurt said he thought he saw Frances doing the heavy metal devil horn hand gesture when he watched the sonogram.","July 13, 1992"
​​blink-182,I Miss You,"I Miss You Lyrics
I miss you, I miss you
Hello, there
The angel from my nightmare
The shadow in the background of the morgue
The unsuspecting victim
Of darkness in the valley
We can live like Jack and Sally if we want
Where you can always find me
And we'll have Halloween on Christmas
And in the night, we'll wish this never ends
We'll wish this never ends

I miss you, I miss you
I miss you, I miss you
Where are you?
And I'm so sorry
I cannot sleep, I cannot dream tonight
I need somebody and always
This sick, strange darkness
Comes creeping on, so haunting every time
And as I stare, I counted
The webs from all the spiders
Catching things and eating their insides
Like indecision to call you
And hear your voice of treason
Will you come home and stop this pain tonight?
Stop this pain tonight
Don't waste your time on me, you're already
The voice inside my head (I miss you, I miss you)
Don't waste your time on me, you're already
The voice inside my head (I miss you, I miss you)


Don't waste your time on me, you're already
The voice inside my head (I miss you, I miss you)
Don't waste your time on me, you're already
The voice inside my head (I miss you, I miss you)
Don't waste your time on me, you're already
The voice inside my head (I miss you, I miss you)
Don't waste your time on me, you're already
The voice inside my head (I miss you, I miss you)

I miss you, I miss you
I miss you, I miss you
I miss you, I miss you
I miss you, I miss you184Embed","“I Miss You” is one of Blink-182’s most iconic tracks, serving as a haunting depiction of the effect depression can have on a relationship and its subsequent fallout.

Chart wise, it peaked at #1 on Billboard’s Alternative Songs and was certified Gold by RIAA.

The song was produced entirely acoustically and features an upright bass, cello, and brushes on the drums. The track is also the only blink-182 track to-date in which Travis uses brushes instead of drumsticks.

Tom DeLonge and Mark Hoppus wrote the song in a two-part way, combining two songs together to make this track. The song was inspired by The Cure’s song “The Lovecats” and contains a reference to the film The Nightmare Before Christmas.

The track went on to inspire The Chainsmokers‘ “Closer.”","November 18, 2003"
​​blink-182,All the Small Things,"All the Small Things Lyrics
All the small things
True care, truth brings
I'll take one lift
Your ride, best trip
Always, I know
You'll be at my show
Watching, waiting
Commiserating

Say it ain't so, I will not go
Turn the lights off, carry me home

Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na

Late night, come home
Work sucks, I know
She left me roses by the stairs
Surprises let me know she cares
Just say it ain't so, I will not go
Turn the lights off, carry me home

Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na


Say it ain't so, I will not go
Turn the lights off, carry me home
Keep your head still, I'll be your thrill
The night will go on, my little windmill

(Na-na, na-na, na-na, na-na, na, na)
Say it ain't so, I will not go
(Na-na, na-na, na-na, na-na, na, na)
Turn the lights off, carry me home
(Na-na, na-na, na-na, na-na, na, na)
Keep your head still, I'll be your thrill
(Na-na, na-na, na-na, na-na, na, na)
The night will go on, the night will go on, my little windmill41Embed","Blink-182 founder Tom DeLonge wrote this song with bassist/singer Mark Hoppus. DeLonge wrote this song about his then-girlfriend and eventual wife, Jenna Jenkins. His anecdotes—like the one about her leaving flowers on the stairs, are actually true. In a Rolling Stone profile from the year this song came out, Hoppus said:

Tom is totally, 100 percent faithful to his girlfriend. He’s pretty straightforward: He hangs out with his girlfriend, and he believes in aliens.

It was the last song the pop punk trio recorded for their third album Enema of the State and was one of three singles from the album that launched them into mainstream success. That album would remain their most successful album to date.

DeLonge began this song with a guitar riff and wanted to make a song with a lot of “na na na’s,” a homage to his punk idols, the Ramones. He told Kerrang!:

Because it was so simple, it wasn’t so much fun to play. But once we put it all together, and played it as a band, we all looked at each other and said, ‘This song’s huge!’

The video for this song is a parody of the Backstreet Boys video for “I Want It That Way”. Mark Hoppus met his wife, Skye Everly, an MTV executive, on the set of the video shoot.","June 1, 1999"
​​blink-182,What’s My Age Again?,"What’s My Age Again? Lyrics
I took her out, it was a Friday night
I wore cologne to get the feeling right
We started making out and she took off my pants
But then I turned on the TV

And that's about the time she walked away from me
Nobody likes you when you're twenty-three
And are still more amused by TV shows
What the hell is ADD?
My friends say I should act my age
What's my age again? What's my age again?

Then later on, on the drive home
I called her mom from a payphone
I said I was the cops and your husband's in jail
This state looks down on sodomy

And that's about the time that bitch hung up on me
Nobody likes you when you're twenty-three
And are still more amused by prank phone calls
What the hell is call ID?
My friends say I should act my age
What's my age again? What's my age again?

And that's about the time she walked away from me
Nobody likes you when you're twenty-three
And you still act like you're in freshman year
What the hell is wrong with me?
My friends say I should act my age
(What's my age again? What's my age again?)
That's about the time that she broke up with me (Please stay with me)
No one should take themselves so seriously (Please stay with me)
With many years ahead to fall in line (Please stay with me)
Why would you wish that on me?
(Please stay) I never wanna act my age
(With) What's my age again? (Me) What's my age again?

What's my age again?49Embed","Arguably one of the greatest pop-punk anthems and one of the most popular blink-182 songs. “What’s My Age Again?” was written by Mark Hoppus and was inspired by the fact that he was often pointed out as ‘immature’. The original title was “Peter Pan Complex,” but their record company (MCA) changed it, believing people wouldn’t understand its meaning.

The song follows a character (most probably Mark Hoppus himself) who is 23 years old but still acts like a child. He pulls up pranks and jokes that annoy people and is left wondering if he is portraying his real age. He finally concludes that he shouldn’t care what people think of him and continues his childish ways.","June 1, 1999"
​​blink-182,Adam’s Song,"Adam’s Song Lyrics
I never thought I'd die alone
I laughed the loudest, who'd have known?
I trace the cord back to the wall
No wonder, it was never plugged in at all
I took my time, I hurried up
The choice was mine, I didn't think enough
I'm too depressed to go on
You'll be sorry when I'm gone

I never conquered, rarely came
Sixteen just held such better days
Days when I still felt alive
We couldn't wait to get outside
The world was wide, too late to try
The tour was over, we'd survived
I couldn't wait 'til I got home
To pass the time in my room alone

I never thought I'd die alone
Another six months, I'll be unknown
Give all my things to all my friends
You'll never step foot in my room again
You'll close it off, board it up
Remember the time that I spilled the cup
Of apple juice in the hall
Please tell Mom this is not her fault
I never conquered, rarely came
Sixteen just held such better days
Days when I still felt alive
We couldn't wait to get outside
The world was wide, too late to try
The tour was over, we'd survived
I couldn't wait 'til I got home
To pass the time in my room alone


I never conquered, rarely came
Tomorrow holds such better days
Days when I can still feel alive
When I can't wait to get outside
The world is wide, the time goes by
The tour is over, I've survived
And I can't wait 'til I get home
To pass the time in my room alone97Embed","A popular song by Blink-182 describing a young boy’s suicide note. It’s a break from their usual light-hearted material, but the end is still life affirming as he decides not to go through with it.

“Adam” is used as a metaphor towards Mark’s depression he experienced while on tour with Blink-182. He stated:

Tom and Travis always had girlfriends waiting back home, so they had something to look forward to at the end of the tour. But I didn’t, so it was always like, I was lonely on tour, but then I got home and it didn’t matter because there was nothing there for me anyway.

“Adam’s Song” is also commonly attributed to the urban myth of Adam Krieger, a fictional character whose suicide letter is falsely portrayed as being the original letter that the band received before writing the song. This fake suicide letter, that is often posted online via places like tumblr, is fictitional and was originally written for a play.

The song’s title is also a reference to a skit from the cult classic HBO sketch show, “Mr. Show With Bob and David”, where in the sketch a band called Titanica writes a song called “Try Again (Adam’s Song)” with the intent of encouraging a fan to kill himself so they won’t be able to take him on tour after said fan tried to kill himself after hearing their song “Try Suicide.”","June 1, 1999"
