artist,title,lyrics,description,release date
Fergie,Fergalicious,"Fergalicious Lyrics
(Four, tres, two, uno)
Listen up y'all, 'cause this is it
The beat that I'm banging is delicious

Fergalicious definition, make the boys go loco
They want my treasures so they get their pleasures from my photo
You can see me, you can squeeze me
I ain't easy, I ain't sleazy
I got reasons why I tease 'em
Boys just come and go like seasons

Fergalicious (So delicious)
But, I ain't promiscuous
And if you was suspicious
All that shit is fictitious
I blow kisses (Muah!)
That puts them boys on rock, rock
And they be lining down the block
Just to watch what I got (Four, tres, two, uno)

It's so delicious (It's hot, hot)
It's so delicious (I put them boys on rock, rock)
It's so delicious (They want a taste of what I got)
I'm Fergalicious (T-t-t-t-t-tasty, tasty)
Fergalicious def-
Fergalicious def-
Fergalicious def- (Def-, def-, def-, def-...)

Fergalicious definition, make them boys go crazy
They always claim they know me
Comin' to me, call me Stacy (Hey, Stacy!)
I'm the F to the E-R-G the I, the E
And can't no other lady put it down like me

I'm fergalicious (So delicious)
My body stay vicious
I be up in the gym, just working on my fitness
He's my witness (Ooh, wee!)
I put your boy on rock, rock
And he be lining down the block
Just to watch what I got (Four, tres, two, uno!)

It's so delicious (It's hot, hot)
It's so delicious (I put them boys on rock, rock)
It's so delicious (They want a taste of what I got)
I'm Fergalicious
H-h-h-h-hold up! Check it out!

Baby, baby, baby
If you really wanna play
Honey, get some patience
Maybe then you'll get a taste
Of my tasty, tasty
I'll be laced with lacey
It's so tasty, tasty
It'll make you crazy

T to the A to the S-T-E-Y, girl, you tasty
T to the A to the S-T-E-Y, girl, you tasty
D to the E to the L-I-C-I-O-U-S
To the D, to the E to the
To the, to the... (Hit it, Fergie)

All the time I turn around, brothas gather 'round
Always looking at me up and down, looking at my uhhh
I just wanna say it now, I ain't trying to 'round up
Drama little mama, I don't wanna take your man
And I know I'm coming off just a little bit conceited
And I keep on repeatin' how the boys wanna eat it
But I'm tryna tell, that I can't be treated like clientele
'Cause they say she delicious (So delicious)
But, I ain't promiscuous
And if you was suspicious
All that shit is fictitious
I blow kisses (Muah!)
That puts them boys on rock, rock
And they be lining down the block
Just to watch what I got
(Four, tres, two, uno!)

My body stay vicious
I be up in the gym, just working on my fitness
He's my witness (Ooh, wee!)
I put your boy on rock, rock
And he be lining down the block
Just to watch what I got (Four, tres, two, uno!)

It's so delicious (I, I, I, I)
It's so delicious (I, I, I, I)
It's so delicious (I, I, I, I)
I'm Fergalicious (T-t-t-t-t-tasty, tasty)
It's so delicious (I, I, I, I)
It's so delicious (I, I, I, I)
It's so delicious (I, I, I, I)
I'm Fergalicious (T-t-t-t-t-t-t-t-t)

T to the A to the S-T-E-Y, girl, you tasty
T to the A to the S-T-E-Y, girl, you tasty
T to the A to the S-T-E-Y, girl, you tasty
T to the A to the, to the, to the, to the (Four, tres, two, uno)
To the D to the E to the L-I-C-I-O-U-S
To the D to the E to the L-I-C-I-O-U-S
To the D to the E to the L-I-C-I-O-U-S
To the D to the E to the, to the, to the, to the (Four, tres, two, uno)
T to the A to the S-T-E-Y, girl, you tasty
T to the A to the S-T-E-Y, girl, you tasty
T to the A to the S-T-E-Y, girl, you tasty
T to the A to the, to the, to the, to the (Four, tres, two, uno)
To the D to the E to the L-I-C-I-O-U-S
To the D to the E to the L-I-C-I-O-U-S
To the D to the E to the L-I-C-I-O-U-S
To the D to the E to the, to the, to the, to the...60Embed","“Fergalicious” is a song recorded by American singer Fergie for her debut studio album, The Dutchess. The song title is a combination of Fergie’s stage name and the word “delicious”. The single was officially released as the second single from the album, following the success of the previous single, London Bridge.","September 13, 2006"
Fergie,M.I.L.F. $,"M.I.L.F. $ Lyrics
You got that, you got that, you got that milk money
I got that, I got that, I got that MILF money
You got that, you got that, you got that milk money
I got that, I got that, I got that MILF money
I got that MILF money
I got that MILF money
I got that MILF money
I got that MILF money

Heard you in the mood for a little MILFshake
Welcome to the Dairy Dutchess Love Factory
I could whip it up, fix you up straight away
Come on in the front door, leaving at the back door
Whip it, flip it, hey
Been working at your service to give it to ya
Didn't mean to make you nervous, you motherfucker

You got that, you got that, you got that milk money
I got that, I got that, I got that MILF money
I got that MILF money
I got that MILF money

Me and the girls, up in the club
Hating-ass hoes, but I don't give a fuck
Running amok, owning the spot
Buying the bar like I bought all these rocks
I been working all week, now where the hell is my drink?
Hair and nails is on fleek
All my girls on fleek
Cause we I-N-D-E-P-E-N-D-E-N-T
Do you know what that means?
Can't see me B-R-O-K-E, I'm P-A-I-D
You heard about me, I'm saying
You got that, you got that, you got that milk money
I got that, I got that, I got that MILF money
You got that, you got that, you got that milk money
I got that, I got that, I got that MILF...

I've been whippin' this up
I've been tippin' this cup
I've been waiting my turn
I've been working so hard
Got my spirit turnt up
And I can't stop now
I've been running so long
I been vibing so strong
I want it, I need it, I got it for real
I love it, real woman
I'll feed you this meal
Hey mama, I did it, the top of the hill
Been a minute, don't forget it
Motherfucker, I'm ill

Now lemme see you milfshake
(Lemme see you milfshake)
I got that MILF money
I got that MILF money
I got that MILF money
(Lemme see you milfshake)
I got that MILF money
I got that MILF money (Shake, shake, shake, shake)
I got that MILF money
Been working at your service to give it to ya
Didn't mean to make you nervous
To give it to ya
You motherfucker22Embed","On July 1st, Fergie released the second single titled “M.I.L.F. $” for her sophomore album, Double Dutchess.

M.I.L.F. is a commonly used acronym that stands for “Mother I’d Like To F***.” However, Fergie has expressed a desire to see it changed to the less objectifying “Moms I’d Like To Follow.”  The music video subliminally features this alternate reading many times.

The title uses symbols to play on another double meaning: “MILF Money” and the plural, “MILFS.” Fergie uses the lyric “MILF money” throughout the song to refer to her status as a high-earning, independent, and sexy mother. The second meaning for “MILFS” refers to her dedication of the song to all MILFs and their hustle, particularly the other women in her celebrity crew.

Hours after the premiere of this song, Fergie released the music video which features Hollywood’s “hottest” moms.

Kim Kardashian, who is included in the video spoke about the song on her website saying:

Do you guys see those 10-inch gold heels I had to wear in the milk shower?! It was not easy, but I think it looks hot. We literally shot this all day, then I got on a plane and flew to New York to shoot the GQ cover the next morning. It was the craziest week!","June 25, 2016"
Fergie,Glamorous,"Glamorous Lyrics
Are you ready? (Are you ready?)
Yeah, Polow Da Don, it's Fergie

If you ain't got no money, take yo' broke ass home, you say it!
""If you ain't got no money, take yo' broke ass home!""

G-L-A-M-O-R-O-U-S, yeah
G-L-A-M-O-R-O-U-S

We flying first class, up in the sky
Popping champagne
Living my life in the fast lane
I won't change by the glamorous
Ooh, the flossy, flossy
The glamorous
The glamorous, glamorous
By the glamorous
Ooh, the flossy, flossy
The glamorous
The glamorous, glamorous
By the glamorous
Ooh, the flossy, flossy
Wear them gold and diamond rings
All them things don't mean a thing
Chaperones and limousines, shopping for expensive things
I be on the movie screens, magazines and bougie scenes
I'm not clean, I'm not pristine
I'm no queen, I'm no machine
I still go to Taco Bell, drive-through, raw as hell
I don't care, I'm still real
No matter how many records I sell
After the show or after the Grammy's
I like to go cool out with the family
Sipping, reminiscing on days when I had a Mustang
And now I'm...

First class, up in the sky
Popping champagne
Living my life in the fast lane
I won't change by the glamorous
Ooh, the flossy, flossy
The glamorous
The glamorous, glamorous
By the glamorous
Ooh, the flossy, flossy
The glamorous
The glamorous, glamorous
By the glamorous
Ooh, the flossy, flossy
I'm talking champagne wishes, caviar dreams
You deserve nothing but all the finer things
Now this whole world has no clue what to do with us
I've got enough money in the bank for the two of us
Plus I gotta keep enough lettuce to support your shoe fetish
Lifestyles so rich and famous, Robin Leach will get jealous
Half a million for the stones
Taking trips from here to Rome
So if you ain't got no money, take yo' broke ass home

G-L-A-M-O-R-O-U-S, yeah
G-L-A-M-O-R-O-U-S

We flying first class, up in the sky
Popping champagne
Living my life in the fast lane
I won't change by the glamorous
Ooh, the flossy, flossy
The glamorous
The glamorous, glamorous
By the glamorous
Ooh, the flossy, flossy
The glamorous
The glamorous, glamorous
By the glamorous
Ooh, the flossy, flossy
I got problems up to here, I got people in my ear
Telling me these crazy things that I don't wanna know (Fuck y'all)
I got money in the bank and I'd really like to thank
All the fans I'd like to thank, thank you, really though
'Cause I remember yesterday, when I dreamt about them days
When I'd rock on MTV, that'd be really dope
Damn, it's been a long road and the industry is cold
I'm glad my daddy told me so, he let his daughter know

(If you ain't got no money, take yo' broke ass home, you say it!)
My daddy told me so
(""If you ain't got no money, take yo' broke ass home!"")
He let his daughter know
(He said, if you ain't got no money, take yo' broke ass home, you say it!)
My daddy told me so
(""If you ain't got no money, take yo' broke ass home!"")
He let his daughter know29Embed","“Glamorous” is a song recorded by American singer Fergie for her debut studio album, The Dutchess, features guest vocals from American rapper Ludacris and from producer Polow Da Don. Lyrically, the song deals with Fergie staying true to who she is, despite her fame and success.

The song was released as the official second single from the album and peaked at number one on the Billboard Hot 100, becoming Fergie’s second number one hit on the chart as a solo artist.","September 13, 2006"
Olivia Rodrigo,​drivers license,"​drivers license Lyrics
I got my driver's license last week
Just like we always talked about
'Cause you were so excited for me
To finally drive up to your house
But today, I drove through the suburbs
Crying 'cause you weren't around

And you're probably with that blonde girl
Who always made me doubt
She's so much older than me
She's everything I'm insecure about
Yeah, today, I drove through the suburbs
'Cause how could I ever love someone else?

And I know we weren't perfect
But I've never felt this way for no one
And I just can't imagine
How you could be so okay now that I'm gone
Guess you didn't mean what you wrote in that song about me
'Cause you said forever, now I drive alone past your street

And all my friends are tired
Of hearing how much I miss you, but
I kinda feel sorry for them
'Cause they'll never know you the way that I do
Yeah, today, I drove through the suburbs
And pictured I was driving home to you
And I know we weren't perfect
But I've never felt this way for no one, oh
And I just can't imagine
How you could be so okay now that I'm gone
I guess you didn't mean what you wrote in that song about me
'Cause you said forever, now I drive alone past your street

Red lights, stop signs
I still see your face in the white cars, front yards
Can't drive past the places we used to go to
'Cause I still fuckin' love you, babe (Ooh, ooh-ooh, ooh, ooh-ooh)
Sidewalks we crossed
I still hear your voice in the traffic, we're laughing
Over all the noise
God, I'm so blue, know we're through
But I still fuckin' love you, babe (Ooh, ooh-ooh, ooh, ooh-ooh)

I know we weren't perfect
But I've never felt this way for no one
And I just can't imagine
How you could be so okay now that I'm gone
Guess you didn't mean what you wrote in that song about me
'Cause you said forever, now I drive alone past your street
Yeah, you said forever, now I drive alone past your street365Embed","“drivers license” is the first single and third track on Olivia Rodrigo’s debut album SOUR. It is a possible love ode about Rodrigo moving on from her previous relationship with Joshua Bassett, who is now supposedly dating Sabrina Carpenter, by doing the one last thing that she promised him—getting a driver’s license. The song showcases a brilliant balance of unfiltered outpouring and graceful specificity. Its accompanying music video spins a vivid portrait of Rodrigo as she drives aimlessly, longing for an ex-love.

The song was teased several times before its release in January 2021. On July 23, 2020, Olivia posted a snippet of the song on Instagram with the caption “wrote dis the other day. vv close to my heart. gonna call it drivers license I think lol.” She then posted another two snippets in December 2020, captioning them with “soon” and “sooner.” On January 4, 2021, she announced the song as her debut single.","January 8, 2021"
Olivia Rodrigo,​deja vu,"​deja vu Lyrics
Car rides to Malibu
Strawberry ice cream, one spoon for two
And tradin' jackets
Laughin’ 'bout how small it looks on you
(Ha-ha-ha-ha, ha-ha-ha-ha-ha, ha-ha-ha-ha)
Watching reruns of Glee
Bein' annoying, singin’ in harmony
I bet she's braggin' to all her friends, sayin' you're so unique, hmm

So when you gonna tell her that we did that, too?
She thinks it's special, but it's all reused
That was our place, I found it first
I made the jokes you tell to her when she's with you
Do you get déjà vu when she’s with you?
Do you get déjà vu? (Ah) Hmm
Do you get déjà vu, huh?

Do you call her, almost say my name?
’Cause let's be honest, we kinda do sound the same
Another actress
I hate to think that I was just your type
And I bet that she knows Billy Joel
’Cause you played her ""Uptown Girl""
You're singin' it together
Now I bet you even tell her how you love her
In between the chorus and the verse (Ooh; I love you)
So when you gonna tell her that we did that, too?
She thinks it's special, but it’s all reused
That was the show we talked about
Played you the songs she's singing now when she's with you
Do you get déjà vu when she's with you?
Do you get déjà vu? (Oh-oh)
Do you get déjà vu?
Strawberry ice cream in Malibu
Don't act like we didn't do that shit, too
You're tradin' jackets like we used to do
(Yeah, everything is all reused)
Play her piano, but she doesn't know (Oh, oh)
That I was the one who taught you Billy Joel (Oh)
A different girl now, but there's nothing new
I know you get déjà vu
I know you get déjà vu
I know you get déjà vu183Embed","“deja vu” is the second single from Olivia Rodrigo’s debut studio album, SOUR, and her first release since the breakout success of her debut single, “drivers license.” This song finds Olivia at a different stage than its predecessor, with her beginning to move on from heartbreak. Olivia questions both the authenticity of her ex’s new relationship, as well as their emotions for their new girl. She also portrays feelings of pity towards this new girl, who is not experiencing anything unique with her now-lover.

Despite sharing similar themes, “deja vu” is musically different from “drivers license,” with a more upbeat melody. It shows influences from Taylor Swift, both melodically and lyrically, especially in the bridge and outro—an interpolation of Taylor’s August 2019 song “Cruel Summer” was officially credited months after release. The music video shows Olivia spying on another woman—played by actress Talia Ryder—and emulating her life out of adoration, including wearing nearly identical clothing, traveling to the same locations, and copying her actions. Eventually, the woman makes it known that she was aware of Olivia’s stalkery the entire time, and taunts her, leaving Olivia enraged.

In the week preceding its release, Olivia cleared all of her posts on her Instagram account and began posting a series of cryptic videos, showing various clips on an analog television. Three of these teasers were shared before the official announcement of the song on March 29, 2021. The day before its release, Olivia posted an acoustic snippet of the song on TikTok.","April 1, 2021"
Olivia Rodrigo,​good 4 u,"​good 4 u Lyrics
(Ah)

Well, good for you, I guess you moved on really easily
You found a new girl and it only took a couple weeks
Remember when you said that you wanted to give me the world?
(World)
And good for you, I guess that you've been workin' on yourself
I guess that therapist I found for you, she really helped
Now you can be a better man for your brand new girl (Girl)

Well, good for you
You look happy and healthy, not me
If you ever cared to ask
Good for you
You're doin' great out there without me, baby
God, I wish that I could do that
I've lost my mind, I've spent the night
Cryin' on the floor of my bathroom
But you're so unaffected, I really don't get it
But I guess good for you

Well, good for you, I guess you're gettin' everything you want (Ah)
You bought a new car and your career's really takin' off (Ah)
It's like we never even happened
Baby, what the fuck is up with that? (Ah)
And good for you, it's like you never even met me
Remember when you swore to God I was the only
Person who ever got you? Well, screw that, and screw you
You will never have to hurt the way you know that I do
Well, good for you
You look happy and healthy, not me
If you ever cared to ask
Good for you
You're doin' great out there without me, baby
God, I wish that I could do that
I've lost my mind, I've spent the night
Cryin' on the floor of my bathroom
But you're so unaffected, I really don't get it
But I guess good for you

(Ah-ah-ah-ah)
(Ah-ah-ah-ah)

Maybe I'm too emotional
But your apathy's like a wound in salt
Maybe I'm too emotional
Or maybe you never cared at all
Maybe I'm too emotional
Your apathy is like a wound in salt
Maybe I'm too emotional
Or maybe you never cared at all
Well, good for you
You look happy and healthy, not me
If you ever cared to ask
Good for you
You're doin' great out there without me, baby
Like a damn sociopath
I've lost my mind, I've spent the night
Cryin' on the floor of my bathroom
But you're so unaffected, I really don't get it
But I guess good for you

Well, good for you, I guess you moved on really easily246Embed","“good 4 u” is the third single from Olivia Rodrigo’s debut studio album, SOUR. The song’s hook is laced with sarcasm, as Olivia sharply addresses her former partner for quickly moving on from their relationship without much of an issue or any care towards her at all. Like with her previous single, “deja vu,” Olivia again experiments musically, this time using drums and a guitar as primary instruments to emphasize her anger building up as the song progresses. Its angsty, pop-rock sound has drawn comparisons to 2000s acts like Paramore and Avril Lavigne.

In the music video, Olivia plays a high school cheerleader who is feeling distraught and vindictive over her former partner. She purchases a container of gasoline from a convenience store and appears to destroy her ex’s bedroom, setting it ablaze and causing it to flood. In the final shot, Olivia submerges herself into a lake with glowing red eyes—a subtle homage to the 2009 cult classic Jennifer’s Body in which Jennifer stares into the camera with bloodshot eyes while swimming in a lake.

Olivia first teased the song and its music video on April 26, 2021, by posting an Instagram photo showing her dressed as a cheerleader. On May 9, 2021, the song was revealed to be her next single in SOUR’s album trailer shown at theatrical screenings of In The Heights. The next day, its release was officially announced by Olivia on Instagram.

In the US, “good 4 u” debuted at #1 on May 29, 2021, her second chart-topper there. In the UK, it debuted at #2, then held the top spot for five weeks – the most by a guitar-driven song since the four weeks spent by Evanescence’s “Bring Me To Life” in 2003. The song has also topped pop charts in over a dozen more countries around the world.","May 14, 2021"
The Temptations,My Girl,"My Girl Lyrics
I've got sunshine on a cloudy day
When it's cold outside, I've got the month of May
I guess you'd say
What can make me feel this way?

My girl, my girl, my girl
Talkin' 'bout my girl, my girl

I've got so much honey, the bees envy me
I've got a sweeter song than the birds in the trees
Well, I guess you'd say
What can make me feel this way?

My girl, my girl, my girl
Talkin' 'bout my girl, my girl

Ooh, ooh
Hey, hey, hey
Ooh, ooh
Hey, hey, hey
Ooh, ooh, yeah
I don't need no money, fortune, or fame
I've got all the riches, baby, one man can claim
Well, I guess you'd say
What can make me feel this way?

My girl, my girl, my girl
Talkin' 'bout my girl, my girl
(Talkin' 'bout my girl)

I've got sunshine on a cloudy day (Woah, woah)
With my girl
I've even got the month of May
With my girl
Talkin' 'bout, talkin 'bout, talkin 'bout my girl
Ooh, my girl
That's all I can talk about is my girl
Why don't you believe she's all my girl33Embed","The song that will be played in karaoke bars, weddings, and awkward prom dances for years to come. You are a pure poser Motown fan if this is the only Temptations song you know

Yet another all-time great written (co-written, in this case) by Smokey Robinson","December 21, 1964"
The Temptations,Papa Was a Rollin’ Stone,"Papa Was a Rollin’ Stone Lyrics
It was the third of September
That day I'll always remember, yes I will
'Cause that was the day, that my daddy died
I never got a chance to see him
Never heard nothin' but bad things about him
Momma I'm depending on you, to tell me the truth
Momma just hung her head and said, son

(Papa was a rolling stone)
(Wherever he laid his hat was his home)
(And when he died) all he left us was (alone)
(Papa was a rolling stone) my son, yeah
(Wherever he laid his hat was his home)
(And when he died) all he left us was (alone)
Well, well

Hey momma
Is it true what they say that papa never worked a day, in his life
And momma, some bad talk goin' round town
Sayin' that papa had three outside children
And another wife, and that ain't right
I heard them talking papa doing some store front preachin'
Talking about saving souls and all the time leechin'
Dealing in dirt, and stealing in the name of the Lord
Momma just hung her head and said
(Papa was a rolling stone) my son
(Wherever he laid his hat was his home)
(And when he died) all he left us was (alone) hey
(Papa was a rolling stone) dadgummit
(Wherever he laid his hat was his home)
(And when he died) all he left us was (alone)
Uhh!

Hey momma
I heard papa called himself a jack of all trades
Tell me, is that what sent papa to an early grave?
Folks say papa would beg, borrow, steal
To pay his bills
Hey momma
Folks say papa never was much on thinking
Spent most of his time chasing women and drinking
Momma I'm depending on you, to tell me the truth
Momma looked up with a tear in her eye and said, son

(Papa was a rolling stone) well well well well
(Wherever he laid his hat was his home) hey yeah huh
(And when he died) all he left us was alone lone lone lone alone
(Papa was a rolling stone) huh huh huh huh huh huh
(Wherever he laid his hat was his home) hey yeah
(And when he died) all he left us was alone
I say yeah
(Papa was a rolling stone) yes he was
(Wherever he laid his hat was his home) huh huh huh
(And when he died) all he left us was alone
My daddy was
(Papa was a rolling stone) yes he was hey yeah
(Wherever he laid his hat was his home)

Ahhhh ha ha10Embed","The Temptations' “Papa Was A Rollin' Stone” was written by Norman Whitfield and Barrett Strong and produced by Whitfield. Released as a single on the Gordy label in late September 1972, the song became an instant smash, and only the veteran group’s third single – after 1964’s “My Girl” and 1971’s “Just My Imagination” – to hit #1 on the Billboard Hot 100 (though it only reached #5 R&B). The Tempts' version was actually the song’s second single release. Whitfield had initially recorded the song – in a more typical funk arrangement, with lush, almost Latin-inflected instrumentation – on second-tier Motown group The Undisputed Truth, who had a minor hit with it (#24 R&B) earlier in the year. “Papa” was a critical as well as a commercial success, garnering three Grammy Awards in 1973 for the group, the songwriters, and long-time Motown arranger Paul Riser.

At 6:54, “Papa” was easily the longest track Motown had released as a single up to that point, and quite a departure from the company’s “in-and-out-in-under-three-minutes” ethos of the previous decade. The LP version – appearing on the Tempts' album All Directions – is nearly twice as long at over twelve minutes.

With its relatively sparse but expansive instrumentation, the song marks something of a departure from the Sly and the Family Stone-influenced “psychedelic soul” of the early Dennis Edwards era, into the more “orchestral funk” sound that Isaac Hayes and others had made popular through their soundtrack work on so-called blaxploitation films. Like most of the group’s singles since 1968, however, “Papa” finds the Temptations sharing lead vocals. Dennis Edwards, Richard Street, Damon Harris, and Melvin Franklin all snatch a verse of their own, with only founding member and group leader Otis Williams declining to step up to the mic.

Single edit of the Temptations' “Papa Was A Rollin' Stone”:

https://www.youtube.com/watch?v=Jzly6jrepRU

The Undisputed Truth’s earlier version:

https://www.youtube.com/watch?v=2s6W4FR39qQ","September 28, 1972"
The Temptations,Silent Night,"Silent Night Lyrics'Twas the night before Christmas, and all through the house
Not a creature was stirring, not even a mouse
In my mind, I want you to be free
For all of our friends
Would you listen to me
Now hear what I say
We wish you a Merry Christmas (Merry Christmas)
To each (To all of you) one of you
Mhm
Silent night, holy night
All is calm, all is bright
'Round yon virgin Mother and Child
Holy Infant so tender and mild
Sleep in heavenly peace
Sleep, sleep in heaven, heavenly peace
Go on and rest your mind
And sleep
Sleep, in heavenly peace
Silent night, holy night
Shepherds quake at the sight
Glories stream from heaven afar
Heavenly hosts sing Alleluia
Christ the Savior is born, oh yes
Christ, Christ the Savior is born
What a joyous day
Yeah, yeah, yeah, yeah, yeah
Silent night (As I sit around by the fireplace)
Holy night (Watching the gleaming tree)
All is calm (If I had one wish in this world)
All is bright (It would be that all men would be free)
'Round yon virgin Mother and Child
(Let's celebrate the Savior, let's give thanks unto the world)
Holy Infant so tender and mild (Jesus is born)
Sleep in heavenly peace
Sleep (Sleep), sleep in heaven, heavenly peace
Just sleep, and relax your mind
To all our family and friends
I want you to remember this line (Merry Christmas)
Merry Christmas (To all of you)
And we mean it, Merry... (Merry Christmas)
Merry Christmas (To all of you)
Merry Christmas from The Temptations2Embed",?,"August 14, 1980"
The Supremes,You Can’t Hurry Love,"You Can’t Hurry Love Lyrics
I need love, love
To ease my mind
I need to find, find
Someone to call mine
But mama said

You can't hurry love
No, you just have to wait
She said love don't come easy
It's a game of give and take
You can't hurry love
No, you just have to wait
You got to trust, give it time
No matter how long it takes

But how many heartaches must I stand
Before I find a love
To let me live again
Right now the only thing
That keeps me hangin' on
When I feel my strength
Yeah, it's almost gone
I remember mama said
You can't hurry love
No, you just have to wait
She said love don't come easy
It's a game of give and take
How long must I wait
How much more can I take
Before loneliness
Will cause my heart, heart to break?

No I can't bear
To live my life alone
I grow impatient for a love
To call my own
But when I feel that I
I can't go on
These precious words keeps me hangin' on
I remember mama said

You can't hurry love
No, you just have to wait
She said love don't come easy
It's a game of give and take
You can't hurry love
No, you just have to wait
She said trust, give it time
No matter how long it takes
(Now wait)
No, love, love
Don't come easy
But I keep on waiting
Anticipating
For that soft voice
To talk to me at night
For some tender arms
To hold me tight
I keep waiting
I keep on waiting (Ooh, until that day)
But it ain't easy
It ain't easy
But mama said

You can't hurry love
No, you just have to wait
She said trust, give it time
No matter how long it takes
You can't hurry love
No, you just have to wait
She said love don't come easy
It's a game of give and take
(repeat and fade)3Embed","“You Can’t Hurry Love” is a song performed by American female vocal group and Motown Records' most commercially successful act The Supremes. Written and produced by one of Motown’s more accomplished songwriting teams Holland-Dozier-Holland (Brian & Eddie Holland and Lamont Dozier), the song features the silky smooth vocals of Diana Ross on lead and Florence Ballard and Mary Wilson on background vocals, as well as Motown’s session band, The Funk Brothers, helping out on all of the instrumentation. The song was recorded on June 11th and July 5th, 1966, in Hitsville U.S.A. (Studio A). It was released soon after on July 25th, 1966, as the second single from their ninth studio album “The Supremes A' Go-Go” on Motown Records on August 25th that same year, following their first single “Love is Like an Itching in My Heart.” The single was also the A-side to “Put Yourself in My Place,” a track that was actually recorded by four different Motown artists and groups, including The Supremes.

“You Can’t Hurry Love” was released in the middle of the group’s transition from the sounds of their earlier teenage, bubblegum pop phase – which is understandable considering all of their previously released music was recorded when they were in their late teens and early 20s – to more mature themes and musical arrangements.  With this development of their sound came the peak of the group’s success, topping the charts both in the United States and internationally. “You Can’t Hurry Love” was The Supremes' seventh number-one hit single on the Billboard Hot 100, claiming the top spot for two weeks in September 1966. The single also reached number one on the soul chart for two weeks, number one on the U.S. Cash Box Pop Singles chart, peaked at number three on both the Canadian RPM Singles and the U.K. Singles charts, and reached number six on the Australian Singles chart, to name a few. The single also peaked at number eight on the U.S. Billboard Hot 100 and the U.K. Singles year-end charts. Additionally, the song was permanently inducted into the list of “500 Songs that Shaped Rock and Roll,” sponsored by the Rock and Roll Hall of Fame.

The song was later covered by a number of artists, including the Dixie Chicks on the soundtrack to the 1999 film “Runaway Bride.” However, the most notable cover of “You Can’t Hurry Love” was performed by English vocalist and multi-instrumentalist Phil Collins in November 1982 on his second studio album, “Hello, I Must Be Going!”. Collins' version topped the U.K. Singles charts – a feat not previously achieved by The Supremes and Collins’s first number-one hit in his home country – and peaked at number ten in the U.S. Collins explains that his version of the song was not meant to serve as an interpretation of the original Supremes tune but, rather, as a remake. Many of his musical influences came out of Motown, so his cover was meant to serve as a thankful tribute  to the record company who later influenced his musical stylings. Lamont Dozier, one of the song’s original writers, later commented on Collins’s cover, saying that it was respectful to Motown to keep so many of the original aspects of the song and that his cover was very well done.","August 25, 1966"
The Supremes,Baby Love,"Baby Love LyricsOoooh
Baby love, my baby love
I need you, oh how I need you
But all you do is treat me bad
Break my heart and leave me sad
Tell me, what did I do wrong
To make you stay away so long
'Cause baby love, my baby love
Been missing ya, miss kissing ya
Instead of breaking up
Let's do some kissing and making up
Don't throw our love away
In my arms, why don't you stay?
Need ya, need ya
Baby love, ooh, baby love
Baby love, my baby love
Why must we separate, my love
All of my whole life through
I never loved no one but you
Why you do me like you do?
I get this need
Ooh, ooh, need to hold you
Once again, my love
Feel your warm embrace, my love
Don't throw our love away
Please don't do me this way
Not happy like I used to be
Loneliness has got the best of me
My love, my baby love
I need you, oh how I need you
Why you do me like you do
After I've been true to you
So deep in love with you
Baby, baby, ooh till it's hurtin' me
Till it's hurtin' me
Ooh, baby love
Don't throw our love away
Don't throw our love awayEmbed","“Baby Love” is a 1964 song recorded by American music group The Supremes for their second studio album, Where Did Our Love Go, and was written and produced by Motown’s main production team Holland–Dozier–Holland.

According to Rolling Stone, Motown label owner Berry Gordy at first thought the song “wasn’t catchy enough”, and sent the group back to the studio, resulting in the catchy “Oooh” at the beginning.

It was their second song that topped the charts, making them the first Motown group that had two #1 songs.

In 2021, the song placed #499 in Rolling Stone’s “500 Best Songs of All Time”.","September 17, 1964"
The Supremes,Stop! In the Name of Love,"Stop! In the Name of Love Lyrics
Stop in the name of love
Before you break my heart

Baby baby, I'm aware of where you go
Each time you leave my door
I watch you walk down the street
Knowing your other love you'll meet

But this time before you run to her
Leaving me alone and hurt
(Think it over)
After I've been good to you
(Think it over)
After I've been sweet to you

Stop in the name of love
Before you break my heart
Stop in the name of love
Before you break my heart
Think it over
Think it over
I've known of your, your secluded nights
I've even seen her, maybe one or twice
But is her sweet expression
Worth more than my love and affection?

This time before you leave my arms
And rush off to her charms
(Think it over)
Haven't I been good to you?
(Think it over)
Haven't I been sweet to you?

Stop in the name of love
Before you break my heart
Stop in the name of love
Before you break my heart
Think it over
Think it over

I've tried so hard, hard to be patient
Hoping you'll stop this infatuation
But each time you are together
I'm so afraid of losing you forever
Stop in the name of love
Before you break my heart (Baby, think it over)
Stop in the name of love (Think it over, baby)
Before you break my heart (Ooh, think it over, baby)

Stop in the name of love
Before you break my heart
Stop in the name of love
Before you break my heart2Embed",?,"February 8, 1965"
